"COUNT","Crash ID","Driver Role","Driver Causes","Driver Cse Cats"
1,201000032,1,"106 - Alcohol not suspected, tested and -ve (MoT use only)",Alcohol or Drugs
1,201000032,1,"205 - On incorrect side of the island or median",Forbidden Movements
1,201000032,1,"350 - Attention diverted",Attention Diverted By:
1,201000032,1,"410 - Fatigue (drowsy, tired, fell asleep)",Fatigue (Drowsy
1,201000033,1,"106 - Alcohol not suspected, tested and -ve (MoT use only)",Alcohol or Drugs
1,201000033,2,"308 - Failed to give way at driveway",Failed to Give Way
1,201000033,2,"375 - Didnt see/look when required to give way to traffic from another direction",Did Not See or Look for Another Party Until Too Late
1,201000033,2,"414 - Fatigue due to working long hours before driving",Fatigue (Drowsy
1,201000034,1,"106 - Alcohol not suspected, tested and -ve (MoT use only)",Alcohol or Drugs
1,201000034,1,"131 - Lost control when turning",Lost Control
1,201000034,1,"330 - Inattentive",Inattentive: Failed to Notice
1,201000034,1,"410 - Fatigue (drowsy, tired, fell asleep)",Fatigue (Drowsy
1,201000034,1,"500 - Illness and disability",Illness and Disability
1,201000035,1,"121 - Swung wide on bend",Failed to Keep Left
1,201000035,1,"404 - Overseas/migrant driver failed to adjust to NZ road rules and road conditions",Inexperience
1,201000036,1,"125 - Failed to keep left on straight",Failed to Keep Left
1,201000036,1,"500 - Illness and disability",Illness and Disability
1,201000037,1,"103 - Alcohol test above limit or test refused",Alcohol or Drugs
1,201000037,1,"111 - Too fast entering corner",Too fast for Conditions
1,201000038,1,"101 - Alcohol suspected",Alcohol or Drugs
1,201000038,1,"120 - Failed to keep left",Failed to Keep Left
1,201000038,1,"130 - Lost control",Lost Control
1,201000039,1,"371 - Didnt see/look behind when reversing/manoeuvering",Did Not See or Look for Another Party Until Too Late
1,201000040,1,"103 - Alcohol test above limit or test refused",Alcohol or Drugs
1,201000040,1,"111 - Too fast entering corner",Too fast for Conditions
1,201000040,1,"130 - Lost control",Lost Control
1,201000042,1,"103 - Alcohol test above limit or test refused",Alcohol or Drugs
1,201000042,2,"106 - Alcohol not suspected, tested and -ve (MoT use only)",Alcohol or Drugs
1,201000043,1,"106 - Alcohol not suspected, tested and -ve (MoT use only)",Alcohol or Drugs
1,201000043,1,"130 - Lost control",Lost Control
1,201000044,1,"106 - Alcohol not suspected, tested and -ve (MoT use only)",Alcohol or Drugs
1,201000044,1,"134 - Lost control while returning to seal from unsealed shoulder",Lost Control
1,201000044,1,"532 - Casualty thrown from vehicle",Miscellaneous Person
1,201000045,1,"106 - Alcohol not suspected, tested and -ve (MoT use only)",Alcohol or Drugs
1,201000045,2,"301 - Failed to give way at stop sign",Failed to Give Way
1,201000045,2,"353 - Attention diverted by other traffic",Attention Diverted By:
1,201000045,2,"375 - Didnt see/look when required to give way to traffic from another direction",Did Not See or Look for Another Party Until Too Late
1,201000046,1,"111 - Too fast entering corner",Too fast for Conditions
1,201000046,1,"532 - Casualty thrown from vehicle",Miscellaneous Person
1,201000048,1,"501 - Illness with no warning (eg heart attack)",Illness and Disability
1,201000049,2,"200 - Forbidden movements",Forbidden Movements
1,201000049,2,"303 - Failed to give way when turning to non-turning traffic",Failed to Give Way
1,201000049,2,"375 - Didnt see/look when required to give way to traffic from another direction",Did Not See or Look for Another Party Until Too Late
1,201000050,1,"103 - Alcohol test above limit or test refused",Alcohol or Drugs
1,201000050,1,"109 - Drugs proven",Alcohol or Drugs
1,201000050,1,"110 - Too fast for conditions",Too fast for Conditions
1,201000050,1,"121 - Swung wide on bend",Failed to Keep Left
1,201000050,1,"514 - Evading enforcement",Intentional or Criminal
1,201000051,1,"103 - Alcohol test above limit or test refused",Alcohol or Drugs
1,201000051,1,"153 - Failed to notice oncoming traffic",Overtaking
1,201000052,1,"103 - Alcohol test above limit or test refused",Alcohol or Drugs
1,201000052,1,"111 - Too fast entering corner",Too fast for Conditions
1,201000052,1,"410 - Fatigue (drowsy, tired, fell asleep)",Fatigue (Drowsy
1,201000053,1,"106 - Alcohol not suspected, tested and -ve (MoT use only)",Alcohol or Drugs
1,201000053,1,"121 - Swung wide on bend",Failed to Keep Left
1,201000053,1,"350 - Attention diverted",Attention Diverted By:
1,201000053,1,"410 - Fatigue (drowsy, tired, fell asleep)",Fatigue (Drowsy
1,201000054,1,"103 - Alcohol test above limit or test refused",Alcohol or Drugs
1,201000054,1,"112 - Too fast on straight",Too fast for Conditions
1,201000054,1,"330 - Inattentive",Inattentive: Failed to Notice
1,201000054,1,"350 - Attention diverted",Attention Diverted By:
1,201000055,1,"103 - Alcohol test above limit or test refused",Alcohol or Drugs
1,201000055,1,"130 - Lost control",Lost Control
1,201000056,1,"102 - Alcohol test below limit",Alcohol or Drugs
1,201000056,1,"109 - Drugs proven",Alcohol or Drugs
1,201000056,1,"111 - Too fast entering corner",Too fast for Conditions
1,201000056,1,"131 - Lost control when turning",Lost Control
1,201000056,1,"514 - Evading enforcement",Intentional or Criminal
1,201000057,1,"106 - Alcohol not suspected, tested and -ve (MoT use only)",Alcohol or Drugs
1,201000057,1,"109 - Drugs proven",Alcohol or Drugs
1,201000057,1,"111 - Too fast entering corner",Too fast for Conditions
1,201000057,1,"129 - Too far left/right",Failed to Keep Left
1,201000057,1,"410 - Fatigue (drowsy, tired, fell asleep)",Fatigue (Drowsy
1,201000058,1,"376 - Didnt see/look when required to give way to ped",Did Not See or Look for Another Party Until Too Late
1,201000059,1,"103 - Alcohol test above limit or test refused",Alcohol or Drugs
1,201000059,1,"109 - Drugs proven",Alcohol or Drugs
1,201000059,1,"111 - Too fast entering corner",Too fast for Conditions
1,201000059,1,"130 - Lost control",Lost Control
1,201000059,1,"532 - Casualty thrown from vehicle",Miscellaneous Person
1,201000061,1,"103 - Alcohol test above limit or test refused",Alcohol or Drugs
1,201000061,1,"123 - Cutting corner on bend",Failed to Keep Left
1,201000061,1,"134 - Lost control while returning to seal from unsealed shoulder",Lost Control
1,201000062,1,"103 - Alcohol test above limit or test refused",Alcohol or Drugs
1,201000062,1,"376 - Didnt see/look when required to give way to ped",Did Not See or Look for Another Party Until Too Late
1,201000064,1,"103 - Alcohol test above limit or test refused",Alcohol or Drugs
1,201000064,1,"130 - Lost control",Lost Control
1,201000064,1,"412 - Fatigue due to lack of sleep",Fatigue (Drowsy
1,201000065,1,"106 - Alcohol not suspected, tested and -ve (MoT use only)",Alcohol or Drugs
1,201000065,1,"121 - Swung wide on bend",Failed to Keep Left
1,201000065,1,"500 - Illness and disability",Illness and Disability
1,201000066,1,"103 - Alcohol test above limit or test refused",Alcohol or Drugs
1,201000066,1,"205 - On incorrect side of the island or median",Forbidden Movements
1,201000066,1,"330 - Inattentive",Inattentive: Failed to Notice
1,201000066,1,"410 - Fatigue (drowsy, tired, fell asleep)",Fatigue (Drowsy
1,201000067,2,"102 - Alcohol test below limit",Alcohol or Drugs
1,201000067,2,"322 - Did not stop at steady red light",Did not Stop
1,201000068,1,"106 - Alcohol not suspected, tested and -ve (MoT use only)",Alcohol or Drugs
1,201000068,1,"112 - Too fast on straight",Too fast for Conditions
1,201000068,1,"532 - Casualty thrown from vehicle",Miscellaneous Person
1,201000068,2,"372 - Didnt see/look behind when changing lanes, position or direction",Did Not See or Look for Another Party Until Too Late
1,201000069,1,"103 - Alcohol test above limit or test refused",Alcohol or Drugs
1,201000069,1,"113 - Too fast to give way at intersection",Too fast for Conditions
1,201000071,1,"106 - Alcohol not suspected, tested and -ve (MoT use only)",Alcohol or Drugs
1,201000071,1,"129 - Too far left/right",Failed to Keep Left
1,201000072,1,"111 - Too fast entering corner",Too fast for Conditions
1,201000072,1,"131 - Lost control when turning",Lost Control
1,201000073,1,"106 - Alcohol not suspected, tested and -ve (MoT use only)",Alcohol or Drugs
1,201000073,1,"129 - Too far left/right",Failed to Keep Left
1,201000074,1,"103 - Alcohol test above limit or test refused",Alcohol or Drugs
1,201000074,1,"108 - Drugs suspected",Alcohol or Drugs
1,201000074,1,"129 - Too far left/right",Failed to Keep Left
1,201000074,1,"134 - Lost control while returning to seal from unsealed shoulder",Lost Control
1,201000075,1,"103 - Alcohol test above limit or test refused",Alcohol or Drugs
1,201000075,1,"131 - Lost control when turning",Lost Control
1,201000075,1,"350 - Attention diverted",Attention Diverted By:
1,201000075,1,"410 - Fatigue (drowsy, tired, fell asleep)",Fatigue (Drowsy
1,201000075,1,"532 - Casualty thrown from vehicle",Miscellaneous Person
1,201000076,1,"129 - Too far left/right",Failed to Keep Left
1,201000076,1,"412 - Fatigue due to lack of sleep",Fatigue (Drowsy
1,201000077,1,"106 - Alcohol not suspected, tested and -ve (MoT use only)",Alcohol or Drugs
1,201000077,1,"350 - Attention diverted",Attention Diverted By:
1,201000077,1,"410 - Fatigue (drowsy, tired, fell asleep)",Fatigue (Drowsy
1,201000077,1,"501 - Illness with no warning (eg heart attack)",Illness and Disability
1,201000078,1,"102 - Alcohol test below limit",Alcohol or Drugs
1,201000078,1,"129 - Too far left/right",Failed to Keep Left
1,201000078,1,"402 - New driver showed inexperience",Inexperience
1,201000078,1,"532 - Casualty thrown from vehicle",Miscellaneous Person
1,201000079,2,"106 - Alcohol not suspected, tested and -ve (MoT use only)",Alcohol or Drugs
1,201000079,2,"303 - Failed to give way when turning to non-turning traffic",Failed to Give Way
1,201000079,2,"375 - Didnt see/look when required to give way to traffic from another direction",Did Not See or Look for Another Party Until Too Late
1,201000079,2,"382 - Misjudged speed etc of vehicle coming from another dirn with right of way",Misjudged speed
1,201000082,1,"523 - Riding in insecure position",Driver / Passenger
1,201000082,1,"526 - Overloaded vehicle (with passengers)",Driver / Passenger
1,201000083,1,"102 - Alcohol test below limit",Alcohol or Drugs
1,201000083,1,"111 - Too fast entering corner",Too fast for Conditions
1,201000083,1,"129 - Too far left/right",Failed to Keep Left
1,201000084,1,"331 - Failed to notice car slowing",Inattentive: Failed to Notice
1,201000085,1,"130 - Lost control",Lost Control
1,201000085,1,"150 - Overtaking",Overtaking
1,201000086,1,"103 - Alcohol test above limit or test refused",Alcohol or Drugs
1,201000086,1,"108 - Drugs suspected",Alcohol or Drugs
1,201000086,1,"111 - Too fast entering corner",Too fast for Conditions
1,201000086,1,"131 - Lost control when turning",Lost Control
1,201000087,1,"106 - Alcohol not suspected, tested and -ve (MoT use only)",Alcohol or Drugs
1,201000088,1,"106 - Alcohol not suspected, tested and -ve (MoT use only)",Alcohol or Drugs
1,201000088,1,"121 - Swung wide on bend",Failed to Keep Left
1,201000088,1,"404 - Overseas/migrant driver failed to adjust to NZ road rules and road conditions",Inexperience
1,201000089,1,"103 - Alcohol test above limit or test refused",Alcohol or Drugs
1,201000089,1,"111 - Too fast entering corner",Too fast for Conditions
1,201000090,1,"103 - Alcohol test above limit or test refused",Alcohol or Drugs
1,201000090,1,"129 - Too far left/right",Failed to Keep Left
1,201000091,1,"130 - Lost control",Lost Control
1,201000091,1,"331 - Failed to notice car slowing",Inattentive: Failed to Notice
1,201000091,1,"350 - Attention diverted",Attention Diverted By:
1,201000091,1,"363 - Attention diverted by driver dazzled by sun/lights",Attention Diverted By:
1,201000092,1,"103 - Alcohol test above limit or test refused",Alcohol or Drugs
1,201000092,1,"531 - Casualty drowned",Miscellaneous Person
1,201000093,1,"331 - Failed to notice car slowing",Inattentive: Failed to Notice
1,201000093,1,"358 - Attention diverted by cigarette etc",Attention Diverted By:
1,201000094,1,"103 - Alcohol test above limit or test refused",Alcohol or Drugs
1,201000096,1,"112 - Too fast on straight",Too fast for Conditions
1,201000096,1,"130 - Lost control",Lost Control
1,201000096,1,"514 - Evading enforcement",Intentional or Criminal
1,201000096,1,"517 - Stolen vehicle",Intentional or Criminal
1,201000098,1,"129 - Too far left/right",Failed to Keep Left
1,201000098,1,"130 - Lost control",Lost Control
1,201000098,1,"350 - Attention diverted",Attention Diverted By:
1,201000098,1,"420 - Incorrect use of vehicle controls",Incorrect use of vehicle controls
1,201000099,1,"372 - Didnt see/look behind when changing lanes, position or direction",Did Not See or Look for Another Party Until Too Late
1,201000099,2,"137 - Lost control avoiding another vehicle",Lost Control
1,201000099,2,"150 - Overtaking",Overtaking
1,201000100,1,"102 - Alcohol test below limit",Alcohol or Drugs
1,201000100,1,"109 - Drugs proven",Alcohol or Drugs
1,201000100,1,"110 - Too fast for conditions",Too fast for Conditions
1,201000100,1,"130 - Lost control",Lost Control
1,201000101,1,"111 - Too fast entering corner",Too fast for Conditions
1,201000101,1,"130 - Lost control",Lost Control
1,201000101,1,"402 - New driver showed inexperience",Inexperience
1,201000101,1,"407 - Driver over-reacted",Inexperience
1,201000102,1,"103 - Alcohol test above limit or test refused",Alcohol or Drugs
1,201000102,1,"111 - Too fast entering corner",Too fast for Conditions
1,201000102,1,"532 - Casualty thrown from vehicle",Miscellaneous Person
1,201000103,1,"106 - Alcohol not suspected, tested and -ve (MoT use only)",Alcohol or Drugs
1,201000103,1,"110 - Too fast for conditions",Too fast for Conditions
1,201000103,1,"130 - Lost control",Lost Control
1,201000103,1,"410 - Fatigue (drowsy, tired, fell asleep)",Fatigue (Drowsy
1,201000104,1,"110 - Too fast for conditions",Too fast for Conditions
1,201000104,1,"121 - Swung wide on bend",Failed to Keep Left
1,201000105,1,"103 - Alcohol test above limit or test refused",Alcohol or Drugs
1,201000106,1,"104 - Alcohol test result unknown",Alcohol or Drugs
1,201000106,1,"201 - Wrong way in one way street",Forbidden Movements
1,201000106,1,"505 - Mental illness (eg depression)",Illness and Disability
1,201000107,1,"101 - Alcohol suspected",Alcohol or Drugs
1,201000107,1,"111 - Too fast entering corner",Too fast for Conditions
1,201000107,1,"129 - Too far left/right",Failed to Keep Left
1,201000107,1,"130 - Lost control",Lost Control
1,201000108,1,"130 - Lost control",Lost Control
1,201000108,1,"402 - New driver showed inexperience",Inexperience
1,201000109,2,"103 - Alcohol test above limit or test refused",Alcohol or Drugs
1,201000109,2,"113 - Too fast to give way at intersection",Too fast for Conditions
1,201000109,2,"302 - Failed to give way at give way sign",Failed to Give Way
1,201000109,2,"335 - Inattentive: failed to notice intersection or its stop/give way control",Inattentive: Failed to Notice
1,201000110,1,"106 - Alcohol not suspected, tested and -ve (MoT use only)",Alcohol or Drugs
1,201000110,1,"135 - Lost control due to road conditions",Lost Control
1,201000111,1,"103 - Alcohol test above limit or test refused",Alcohol or Drugs
1,201000111,1,"531 - Casualty drowned",Miscellaneous Person
1,201000112,1,"131 - Lost control when turning",Lost Control
1,201000112,1,"526 - Overloaded vehicle (with passengers)",Driver / Passenger
1,201000113,1,"363 - Attention diverted by driver dazzled by sun/lights",Attention Diverted By:
1,201000114,1,"370 - Did not see or look for other party until too late",Did Not See or Look for Another Party Until Too Late
1,201000115,1,"103 - Alcohol test above limit or test refused",Alcohol or Drugs
1,201000115,1,"111 - Too fast entering corner",Too fast for Conditions
1,201000115,1,"134 - Lost control while returning to seal from unsealed shoulder",Lost Control
1,201000116,1,"501 - Illness with no warning (eg heart attack)",Illness and Disability
1,201000117,1,"102 - Alcohol test below limit",Alcohol or Drugs
1,201000117,1,"129 - Too far left/right",Failed to Keep Left
1,201000117,1,"532 - Casualty thrown from vehicle",Miscellaneous Person
1,201000118,1,"106 - Alcohol not suspected, tested and -ve (MoT use only)",Alcohol or Drugs
1,201000118,1,"109 - Drugs proven",Alcohol or Drugs
1,201000118,1,"112 - Too fast on straight",Too fast for Conditions
1,201000118,2,"308 - Failed to give way at driveway",Failed to Give Way
1,201000118,2,"371 - Didnt see/look behind when reversing/manoeuvering",Did Not See or Look for Another Party Until Too Late
1,201000119,1,"102 - Alcohol test below limit",Alcohol or Drugs
1,201000119,1,"130 - Lost control",Lost Control
1,201000121,1,"103 - Alcohol test above limit or test refused",Alcohol or Drugs
1,201000121,1,"108 - Drugs suspected",Alcohol or Drugs
1,201000121,1,"131 - Lost control when turning",Lost Control
1,201000121,1,"357 - Emotionally upset/road rage",Attention Diverted By:
1,201000122,1,"106 - Alcohol not suspected, tested and -ve (MoT use only)",Alcohol or Drugs
1,201000122,1,"109 - Drugs proven",Alcohol or Drugs
1,201000122,1,"130 - Lost control",Lost Control
1,201000122,1,"350 - Attention diverted",Attention Diverted By:
1,201000123,1,"106 - Alcohol not suspected, tested and -ve (MoT use only)",Alcohol or Drugs
1,201000123,2,"308 - Failed to give way at driveway",Failed to Give Way
1,201000123,2,"375 - Didnt see/look when required to give way to traffic from another direction",Did Not See or Look for Another Party Until Too Late
1,201000124,1,"102 - Alcohol test below limit",Alcohol or Drugs
1,201000124,1,"109 - Drugs proven",Alcohol or Drugs
1,201000124,1,"112 - Too fast on straight",Too fast for Conditions
1,201000124,1,"129 - Too far left/right",Failed to Keep Left
1,201000124,1,"130 - Lost control",Lost Control
1,201000124,1,"514 - Evading enforcement",Intentional or Criminal
1,201000126,1,"106 - Alcohol not suspected, tested and -ve (MoT use only)",Alcohol or Drugs
1,201000126,1,"123 - Cutting corner on bend",Failed to Keep Left
1,201000127,1,"103 - Alcohol test above limit or test refused",Alcohol or Drugs
1,201000127,1,"116 - Too fast at temporary speed limit",Too fast for Conditions
1,201000127,1,"130 - Lost control",Lost Control
1,201000127,1,"322 - Did not stop at steady red light",Did not Stop
1,201000128,1,"106 - Alcohol not suspected, tested and -ve (MoT use only)",Alcohol or Drugs
1,201000128,1,"121 - Swung wide on bend",Failed to Keep Left
1,201000130,1,"102 - Alcohol test below limit",Alcohol or Drugs
1,201000130,1,"111 - Too fast entering corner",Too fast for Conditions
1,201000130,1,"131 - Lost control when turning",Lost Control
1,201000131,1,"129 - Too far left/right",Failed to Keep Left
1,201000131,1,"134 - Lost control while returning to seal from unsealed shoulder",Lost Control
1,201000132,1,"129 - Too far left/right",Failed to Keep Left
1,201000132,1,"134 - Lost control while returning to seal from unsealed shoulder",Lost Control
1,201000132,2,"106 - Alcohol not suspected, tested and -ve (MoT use only)",Alcohol or Drugs
1,201000133,1,"106 - Alcohol not suspected, tested and -ve (MoT use only)",Alcohol or Drugs
1,201000133,1,"109 - Drugs proven",Alcohol or Drugs
1,201000133,1,"121 - Swung wide on bend",Failed to Keep Left
1,201000133,2,"102 - Alcohol test below limit",Alcohol or Drugs
1,201000134,1,"104 - Alcohol test result unknown",Alcohol or Drugs
1,201000134,1,"125 - Failed to keep left on straight",Failed to Keep Left
1,201000134,2,"104 - Alcohol test result unknown",Alcohol or Drugs
1,201000135,1,"103 - Alcohol test above limit or test refused",Alcohol or Drugs
1,201000135,1,"111 - Too fast entering corner",Too fast for Conditions
1,201000135,1,"131 - Lost control when turning",Lost Control
1,201000136,1,"102 - Alcohol test below limit",Alcohol or Drugs
1,201000136,1,"412 - Fatigue due to lack of sleep",Fatigue (Drowsy
1,201000138,1,"111 - Too fast entering corner",Too fast for Conditions
1,201000138,1,"131 - Lost control when turning",Lost Control
1,201000139,1,"106 - Alcohol not suspected, tested and -ve (MoT use only)",Alcohol or Drugs
1,201000139,1,"111 - Too fast entering corner",Too fast for Conditions
1,201000139,1,"123 - Cutting corner on bend",Failed to Keep Left
1,201000139,1,"402 - New driver showed inexperience",Inexperience
1,201000139,2,"106 - Alcohol not suspected, tested and -ve (MoT use only)",Alcohol or Drugs
1,201000140,1,"103 - Alcohol test above limit or test refused",Alcohol or Drugs
1,201000140,1,"112 - Too fast on straight",Too fast for Conditions
1,201000140,1,"153 - Failed to notice oncoming traffic",Overtaking
1,201000141,1,"102 - Alcohol test below limit",Alcohol or Drugs
1,201000141,1,"109 - Drugs proven",Alcohol or Drugs
1,201000141,1,"110 - Too fast for conditions",Too fast for Conditions
1,201000141,1,"153 - Failed to notice oncoming traffic",Overtaking
1,201000141,1,"156 - Overtaking with insufficient visibility",Overtaking
1,201000142,1,"103 - Alcohol test above limit or test refused",Alcohol or Drugs
1,201000142,1,"111 - Too fast entering corner",Too fast for Conditions
1,201000142,1,"131 - Lost control when turning",Lost Control
1,201000142,1,"505 - Mental illness (eg depression)",Illness and Disability
1,201000143,1,"103 - Alcohol test above limit or test refused",Alcohol or Drugs
1,201000143,1,"111 - Too fast entering corner",Too fast for Conditions
1,201000143,1,"131 - Lost control when turning",Lost Control
1,201000143,1,"403 - Driving unfamiliar vehicle",Inexperience
1,201000143,1,"420 - Incorrect use of vehicle controls",Incorrect use of vehicle controls
1,201000144,1,"106 - Alcohol not suspected, tested and -ve (MoT use only)",Alcohol or Drugs
1,201000144,1,"125 - Failed to keep left on straight",Failed to Keep Left
1,201000144,1,"330 - Inattentive",Inattentive: Failed to Notice
1,201000144,1,"350 - Attention diverted",Attention Diverted By:
1,201000145,1,"111 - Too fast entering corner",Too fast for Conditions
1,201000145,1,"131 - Lost control when turning",Lost Control
1,201000148,1,"103 - Alcohol test above limit or test refused",Alcohol or Drugs
1,201000148,1,"112 - Too fast on straight",Too fast for Conditions
1,201000148,2,"308 - Failed to give way at driveway",Failed to Give Way
1,201000148,2,"382 - Misjudged speed etc of vehicle coming from another dirn with right of way",Misjudged speed
1,201000149,2,"303 - Failed to give way when turning to non-turning traffic",Failed to Give Way
1,201000149,2,"375 - Didnt see/look when required to give way to traffic from another direction",Did Not See or Look for Another Party Until Too Late
1,201000150,1,"106 - Alcohol not suspected, tested and -ve (MoT use only)",Alcohol or Drugs
1,201000150,2,"308 - Failed to give way at driveway",Failed to Give Way
1,201000150,2,"350 - Attention diverted",Attention Diverted By:
1,201000150,2,"375 - Didnt see/look when required to give way to traffic from another direction",Did Not See or Look for Another Party Until Too Late
1,201000151,1,"106 - Alcohol not suspected, tested and -ve (MoT use only)",Alcohol or Drugs
1,201000151,1,"132 - Lost control under heavy braking",Lost Control
1,201000151,1,"181 - Following too closely",In Line of Traffic
1,201000151,1,"331 - Failed to notice car slowing",Inattentive: Failed to Notice
1,201000152,1,"103 - Alcohol test above limit or test refused",Alcohol or Drugs
1,201000152,1,"111 - Too fast entering corner",Too fast for Conditions
1,201000152,1,"514 - Evading enforcement",Intentional or Criminal
