"COUNT","Crash ID","Driver Sex","Driver Age","Driver Injury","Driver Role","Driver at Fault","Driver License Type","Driver Overseas Type","Driver Ethnicity"
1,201002794,Male, 27,Not injured,2,">1 party, dvr prime fault",Full,,Other
1,201003196,Female, 22,Not injured,2,">1 party, dvr prime fault",Full,,Asian
1,201003305,Male, 55,Not injured,2,">1 party, no dvr fault",Full,,European
1,201003305,Male, 84,Serious,1,">1 party, dvr prime fault",Full,,Asian
1,201003306,Male, 51,Serious,1,"1 veh, dvr at fault",Full,,European
1,201003318,Male, 34,Serious,1,"1 veh, dvr at fault",Full,,European
1,201003511,Male, 60,Serious,1,">1 party, dvr prime fault",Full,,Asian
1,201003513,Male, 35,Serious,1,">1 party, dvr part fault",Full,,European
1,201003513,Male, 40,Not injured,2,">1 party, dvr prime fault",Full,,European
1,201003519,Male, 22,Not injured,1,">1 party, dvr prime fault",Learner,,Asian
1,201003519,Male, 53,Minor,2,">1 party, no dvr fault",Full,,Tongan
1,201003519,Male, 60,Serious,3,">1 party, no dvr fault",Full,,European
1,201003587,Male, 22,Not injured,2,">1 party, dvr prime fault",Full,,European
1,201003587,Male, 70,Not injured,1,">1 party, no dvr fault",Full,,Asian
1,201004015,Male, 18,Not injured,1,">1 party, dvr prime fault",Full,,European
1,201004015,Male, 43,Serious,2,">1 party, no dvr fault",Full,,Asian
1,201004020,Female, 58,Not injured,1,">1 party, no dvr fault",Full,,European
1,201004034,Unknown,,Not injured,1,">1 party, no dvr fault",Unknown,,Unknown
1,201004073,Male, 36,Not injured,1,">1 party, no dvr fault",Full,,European
1,201004074,Male, 40,Not injured,1,">1 party, no dvr fault",Full,,European
1,201004099,Male, 22,Not injured,1,">1 party, no dvr fault",Unknown,,Unknown
1,201004202,Male, 20,Not injured,2,">1 party, dvr prime fault",Restricted,,NZ Maori
1,201004202,Male, 25,Serious,1,">1 party, no dvr fault",Overseas,Student,Other
1,201004205,Female, 74,Serious,1,">1 party, no dvr fault",Full,,European
1,201004205,Male, 65,Not injured,2,">1 party, dvr prime fault",Full,,Other
1,201004253,Male, 88,Not injured,2,">1 party, dvr part fault",Full,,European
1,201004387,Male, 38,Serious,1,"1 veh, dvr at fault",Wrong Class,,European
1,201004391,Male, 19,Minor,2,">1 party, no dvr fault",Full,,Asian
1,201004391,Male, 28,Serious,1,">1 party, dvr prime fault",Full,,European
1,201004393,Female,,Serious,1,">1 party, dvr prime fault",Disqualified,,Other
1,201004446,Male, 26,Not injured,2,">1 party, dvr prime fault",Overseas,,Asian
1,201004446,Male, 45,Serious,1,">1 party, no dvr fault",Full,,Unknown
1,201004447,Male, 22,Not injured,2,">1 party, dvr prime fault",Full,,European
1,201004454,Male, 37,Serious,1,">1 party, dvr prime fault",Full,,Asian
1,201004454,Male, 46,Minor,2,">1 party, no dvr fault",Full,,Samoan
1,201004454,Male, 52,Serious,3,">1 party, no dvr fault",Full,,NZ Maori
1,201004503,Male, 55,Serious,1,"1 veh, dvr at fault",Expired,,Asian
1,201004519,Female, 27,Serious,1,"1 veh, dvr at fault",Learner,,European
1,201004596,Male, 27,Not injured,2,">1 party, dvr prime fault",Full,,Other
1,201004693,Male, 20,Serious,1,">1 party, dvr prime fault",Disqualified,,Unknown
1,201004693,Male, 45,Minor,2,">1 party, no dvr fault",Full,,European
1,201004697,Male, 20,Serious,1,">1 party, dvr prime fault",Full,,NZ Maori
1,201004697,Male, 34,Not injured,3,">1 party, no dvr fault",Full,,Asian
1,201004697,Male, 45,Not injured,2,">1 party, no dvr fault",Unknown,,European
1,201004701,Male, 24,Not injured,2,">1 party, no dvr fault",Never Licensed,,Samoan
1,201004701,Male, 41,Serious,1,">1 party, dvr prime fault",Full,,European
1,201004702,Female, 19,Serious,1,"1 veh, dvr at fault",Full,,European
1,201004706,Female, 36,Serious,3,">1 party, no dvr fault",Full,,Asian
1,201004706,Male, 28,Serious,1,">1 party, dvr prime fault",Disqualified,,Unknown
1,201004706,Male, 58,Not injured,2,">1 party, no dvr fault",Full,,Unknown
1,201004718,Female, 23,Serious,1,">1 party, dvr prime fault",Learner,,Niuean
1,201004718,Female, 38,Not injured,3,">1 party, no dvr fault",Full,,European
1,201004718,Male, 56,Minor,2,">1 party, no dvr fault",Full,,Samoan
1,201004718,Male,,Not injured,4,">1 party, no dvr fault",Full,,European
1,201004729,Female, 25,Serious,1,">1 party, no dvr fault",Full,,European
1,201004729,Female, 25,Not injured,2,">1 party, dvr prime fault",Full,,Asian
1,201004775,Female, 50,Serious,1,"1 veh, dvr at fault",Full,,NZ Maori
1,201004776,Male, 31,Serious,1,"1 veh, no dvr fault",Wrong Class,,European
1,201004946,Female, 26,Serious,1,"1 veh, dvr at fault",Overseas,,European
1,201005043,Female, 35,Minor,1,">1 party, dvr prime fault",Unknown,,European
1,201005043,Female, 44,Minor,2,">1 party, no dvr fault",Full,,Unknown
1,201005043,Male, 21,Not injured,3,">1 party, no dvr fault",Full,,European
1,201005143,Female, 38,Not injured,3,">1 party, no dvr fault",Unknown,,European
1,201005143,Female, 41,Serious,1,">1 party, dvr prime fault",Learner,,Tongan
1,201005177,Female, 48,Not injured,2,">1 party, dvr prime fault",Full,,Unknown
1,201005177,Male, 59,Serious,1,">1 party, no dvr fault",Full,,European
1,201005178,Unknown,,Not injured,2,">1 party, dvr prime fault",Unknown,,Unknown
1,201005181,Female, 39,Not injured,2,">1 party, dvr prime fault",Full,,European
1,201005181,Male, 25,Serious,1,">1 party, no dvr fault",Full,,European
1,201005182,Female, 21,Not injured,2,">1 party, dvr prime fault",Restricted,,European
1,201005182,Male, 54,Serious,1,">1 party, no dvr fault",Full,,European
1,201005310,Female, 65,Not injured,3,">1 party, no dvr fault",Full,,European
1,201005310,Male, 44,Serious,2,">1 party, no dvr fault",Full,,European
1,201005310,Male, 63,Not injured,1,">1 party, dvr prime fault",Full,,European
1,201005426,Male, 53,Serious,1,"1 veh, dvr at fault",Full,,European
1,201005495,Male, 18,Serious,1,"1 veh, dvr at fault",Restricted,,European
1,201005500,Male, 34,Not injured,1,">1 party, dvr prime fault",Full,,European
1,201005514,Male, 36,Not injured,1,">1 party, dvr prime fault",Full,,European
1,201005552,Female, 25,Not injured,1,">1 party, no dvr fault",Full,,Asian
1,201005565,Male, 41,Not injured,1,">1 party, no dvr fault",Full,,Tongan
1,201005568,Male, 20,Serious,1,">1 party, dvr part fault",Full,,European
1,201005568,Male, 43,Not injured,2,">1 party, dvr part fault",Full,,European
1,201005715,Female, 49,Not injured,2,">1 party, no dvr fault",Full,,Asian
1,201005715,Male, 62,Serious,1,">1 party, dvr prime fault",Full,,European
1,201005741,Male, 23,Serious,1,">1 party, dvr prime fault",Full,,Asian
1,201005755,Male, 24,Not injured,1,">1 party, dvr prime fault",Disqualified,,Asian
1,201005796,Male, 21,Not injured,1,">1 party, dvr prime fault",Learner,,Other Pacific Islander
1,201005820,Female, 25,Not injured,2,">1 party, no dvr fault",Full,,European
1,201005820,Male, 33,Not injured,3,">1 party, no dvr fault",Full,,European
1,201005820,Male, 69,Serious,1,">1 party, dvr prime fault",Full,,Asian
1,201005823,Male, 68,Minor,1,"1 veh, dvr at fault",Restricted,,Asian
1,201005824,Female, 39,Not injured,3,">1 party, no dvr fault",Full,,European
1,201005824,Male, 19,Minor,1,">1 party, no dvr fault",Full,,European
1,201005824,Male, 30,Not injured,2,">1 party, dvr prime fault",Restricted,,European
1,201005867,Female, 43,Not injured,3,">1 party, no dvr fault",Full,,European
1,201005867,Female, 44,Not injured,1,">1 party, dvr prime fault",Full,,Asian
1,201005876,Female, 40,Serious,1,">1 party, no dvr fault",Full,,European
1,201005876,Female, 44,Not injured,2,">1 party, dvr prime fault",Full,,European
1,201006000,Female, 33,Minor,2,">1 party, no dvr fault",Full,,Asian
1,201006000,Male, 35,Serious,1,">1 party, dvr prime fault",Full,,Asian
1,201006063,Male, 18,Serious,2,">1 party, no dvr fault",Full,,European
1,201006063,Male, 43,Not injured,1,">1 party, dvr prime fault",Full,,Asian
1,201006065,Male, 33,Not injured,2,">1 party, dvr prime fault",Full,,European
1,201006087,Female, 41,Not injured,2,">1 party, dvr prime fault",Full,,European
1,201006087,Male, 48,Serious,1,">1 party, dvr part fault",Full,,European
1,201006182,Male, 26,Not injured,2,">1 party, dvr prime fault",Full,,European
1,201006184,Male, 60,Not injured,1,">1 party, dvr prime fault",Unknown,,European
1,201006275,Male, 30,Serious,1,">1 party, dvr prime fault",Full,,Other
1,201006277,Female, 45,Minor,2,">1 party, dvr part fault",Unknown,,Unknown
1,201006377,Female, 58,Serious,1,">1 party, no dvr fault",Learner,,Tongan
1,201006457,Female, 17,Not injured,1,">1 party, no dvr fault",Restricted,,European
1,201006502,Male, 21,Not injured,1,"1 veh, dvr at fault",Restricted,,Unknown
1,201006514,Male, 58,Not injured,1,">1 party, dvr prime fault",Full,,European
1,201100005,Male, 15,Fatal,1,"1 veh, dvr at fault",Never Licensed,,NZ Maori
1,201100019,Male, 30,Not injured,2,">1 party, dvr prime fault",Overseas,Immigrant,Tongan
1,201100019,Male, 43,Fatal,1,">1 party, no dvr fault",Full,,European
1,201100029,Male, 26,Fatal,1,"1 veh, dvr at fault",Restricted,,Other Pacific Islander
1,201100031,Male, 40,Fatal,1,"1 veh, dvr at fault",Full,,European
1,201100040,Male, 80,Serious,1,">1 party, dvr prime fault",Full,,European
1,201100040,Male,,Not injured,2,">1 party, no dvr fault",Full,,European
1,201100054,Male, 63,Not injured,1,">1 party, no dvr fault",Full,,Samoan
1,201100060,Male, 49,Not injured,1,">1 party, no dvr fault",Full,,NZ Maori
1,201100065,Male, 24,Not injured,2,">1 party, no dvr fault",Full,,Other
1,201100065,Male, 31,Not injured,3,">1 party, no dvr fault",Full,,Unknown
1,201100065,Male, 41,Not injured,1,">1 party, dvr prime fault",Full,,European
1,201100065,Male, 52,Fatal,4,">1 party, no dvr fault",Full,,Samoan
1,201100072,Female, 24,Not injured,2,">1 party, dvr prime fault",Never Licensed,,Tongan
1,201100072,Male, 35,Fatal,1,">1 party, dvr part fault",Full,,NZ Maori
1,201100082,Male, 54,Not injured,1,">1 party, no dvr fault",Full,,Fijian
1,201100101,Male, 71,Fatal,1,"1 veh, dvr at fault",Full,,European
1,201100109,Male, 38,Not injured,1,">1 party, dvr prime fault",Disqualified,,Other Pacific Islander
1,201100114,Female, 28,Not injured,1,">1 party, no dvr fault",Full,,Asian
1,201101115,Male, 18,Serious,1,"1 veh, dvr at fault",Learner,,Tongan
1,201101217,Female, 50,Serious,1,"1 veh, dvr at fault",Full,,Unknown
1,201101246,Male, 25,Not injured,1,">1 party, no dvr fault",Full,,Other Pacific Islander
1,201101255,Male,,Not injured,1,">1 party, dvr prime fault",Unknown,,European
1,201101256,Male, 43,Not injured,2,">1 party, dvr prime fault",Full,,NZ Maori
1,201101293,Male, 25,Serious,1,"1 veh, dvr at fault",Full,,Asian
1,201101328,Male, 17,Not injured,2,">1 party, no dvr fault",Restricted,,European
1,201101328,Male, 44,Not injured,1,">1 party, dvr prime fault",Full,,Asian
1,201101355,Female, 20,Not injured,2,">1 party, dvr prime fault",Full,,Unknown
1,201101355,Female, 30,Serious,1,">1 party, no dvr fault",Full,,European
1,201101718,Male, 25,Not injured,2,">1 party, dvr prime fault",Full,,Other
1,201101718,Male, 46,Serious,1,">1 party, no dvr fault",Full,,European
1,201101727,Male, 23,Not injured,1,">1 party, dvr prime fault",Learner,,NZ Maori
1,201101767,Male, 20,Serious,1,">1 party, dvr prime fault",Restricted,,Other Pacific Islander
1,201101767,Male, 57,Not injured,2,">1 party, no dvr fault",Full,,NZ Maori
1,201101839,Unknown,,Not injured,1,">1 party, dvr prime fault",Unknown,,Unknown
1,201101880,Male, 24,Serious,1,"1 veh, dvr at fault",Full,,Unknown
1,201101918,Male, 45,Not injured,1,">1 party, no dvr fault",Full,,European
1,201101920,Male,,Not injured,1,">1 party, no dvr fault",Unknown,,Other
1,201101999,Male, 49,Serious,1,"1 veh, dvr at fault",Unknown,,Unknown
1,201102178,Male, 50,Serious,2,">1 party, dvr prime fault",Unknown,,European
1,201102206,Male, 24,Not injured,2,">1 party, dvr prime fault",Full,,European
1,201102211,Male, 46,Serious,1,">1 party, no dvr fault",Full,,European
1,201102211,Male, 57,Not injured,2,">1 party, dvr prime fault",Full,,European
1,201102238,Female, 25,Not injured,2,">1 party, dvr prime fault",Full,,Asian
1,201102238,Female, 36,Serious,1,">1 party, no dvr fault",Full,,European
1,201102249,Female, 22,Not injured,2,">1 party, dvr prime fault",Full,,European
1,201102414,Male, 24,Not injured,1,">1 party, no dvr fault",Full,,European
1,201102434,Male, 43,Serious,1,">1 party, dvr prime fault",Learner,,European
1,201102435,Female, 27,Serious,1,">1 party, no dvr fault",Full,,European
1,201102435,Female, 27,Not injured,2,">1 party, dvr prime fault",Unknown,,Unknown
1,201102442,Female, 55,Not injured,2,">1 party, dvr prime fault",Full,,Asian
1,201102442,Male, 22,Serious,1,">1 party, no dvr fault",Unknown,,European
1,201102443,Female, 25,Not injured,2,">1 party, dvr prime fault",Full,,European
1,201102443,Male, 35,Serious,1,">1 party, no dvr fault",Full,,European
1,201102444,Female, 32,Not injured,1,">1 party, no dvr fault",Full,,European
1,201102444,Male, 21,Serious,2,">1 party, dvr prime fault",Overseas,,European
1,201102451,Male, 28,Not injured,1,">1 party, no dvr fault",Full,,Tongan
1,201102504,Male, 31,Serious,1,"1 veh, dvr at fault",Full,,Samoan
1,201102531,Female, 46,Minor,2,">1 party, no dvr fault",Full,,Asian
1,201102531,Male, 33,Not injured,1,">1 party, dvr prime fault",Full,,European
1,201102543,Male, 24,Not injured,2,">1 party, no dvr fault",Full,,European
1,201102543,Male, 74,Serious,1,">1 party, dvr prime fault",Full,,European
1,201102574,Female, 21,Serious,1,"1 veh, dvr at fault",Learner,,Other
1,201102583,Female, 53,Not injured,2,">1 party, no dvr fault",Full,,European
1,201102637,Male, 22,Not injured,1,">1 party, dvr prime fault",Learner,,NZ Maori
1,201102641,Female, 45,Serious,1,">1 party, dvr prime fault",Full,,NZ Maori
1,201102641,Female, 45,Minor,2,">1 party, no dvr fault",Full,,European
1,201102711,Male, 61,Not injured,1,">1 party, dvr prime fault",Full,,European
1,201102759,Male, 61,Serious,1,"1 veh, dvr at fault",Full,,Unknown
1,201102766,Female, 43,Not injured,2,">1 party, dvr prime fault",Full,,European
1,201102782,Male, 18,Serious,1,"1 veh, dvr at fault",Learner,,European
1,201102850,Male, 31,Not injured,2,">1 party, no dvr fault",Overseas,,European
1,201102850,Male, 62,Serious,1,">1 party, dvr prime fault",Full,,European
1,201102858,Female, 39,Not injured,1,">1 party, no dvr fault",Full,,European
1,201102875,Female, 20,Not injured,2,">1 party, dvr prime fault",Full,,European
1,201102875,Male, 46,Serious,1,">1 party, no dvr fault",Full,,European
1,201103087,Male, 32,Serious,1,">1 party, no dvr fault",Full,,Unknown
1,201103087,Male, 57,Not injured,2,">1 party, dvr prime fault",Full,,Unknown
1,201103093,Male, 50,Not injured,2,">1 party, dvr prime fault",Overseas,,Fijian
1,201103094,Female, 42,Not injured,1,">1 party, dvr prime fault",Full,,Tongan
1,201103094,Male, 55,Not injured,2,">1 party, no dvr fault",Full,,European
1,201103130,Male, 55,Not injured,2,">1 party, dvr prime fault",Full,,European
1,201103143,Female, 33,Not injured,2,">1 party, dvr prime fault",Full,,Asian
1,201103148,Female, 30,Minor,4,">1 party, no dvr fault",Full,,European
1,201103148,Female, 60,Not injured,1,">1 party, dvr prime fault",Full,,European
1,201103148,Male, 39,Not injured,6,">1 party, dvr part fault",Full,,European
1,201103148,Male, 47,Serious,3,">1 party, dvr part fault",Full,,European
1,201103148,Male, 48,Not injured,5,">1 party, no dvr fault",Full,,European
1,201103148,Male, 66,Not injured,2,">1 party, no dvr fault",Full,,European
1,201103187,Male, 56,Not injured,1,">1 party, no dvr fault",Full,,European
1,201103386,Female, 42,Not injured,1,">1 party, dvr part fault",Full,,European
1,201103386,Male, 88,Not injured,3,">1 party, dvr part fault",Full,,Unknown
1,201103440,Male, 37,Not injured,2,">1 party, dvr prime fault",Full,,Asian
1,201103459,Female, 51,Serious,2,">1 party, dvr prime fault",Full,,Unknown
1,201103459,Male, 41,Not injured,3,">1 party, no dvr fault",Full,,Asian
1,201103459,Male, 45,Not injured,1,">1 party, no dvr fault",Full,,NZ Maori
1,201103471,Male, 25,Serious,2,">1 party, dvr prime fault",Full,,Asian
1,201103471,Male, 37,Minor,1,">1 party, no dvr fault",Learner,,Unknown
1,201103506,Male, 34,Not injured,1,">1 party, no dvr fault",Full,,Asian
1,201103536,Female, 57,Not injured,2,">1 party, dvr prime fault",Full,,European
1,201103536,Male, 60,Serious,1,">1 party, no dvr fault",Learner,,European
1,201103842,Female, 23,Not injured,1,"1 veh, dvr at fault",Restricted,,Other Pacific Islander
1,201103852,Female, 19,Serious,1,">1 party, no dvr fault",Full,,European
1,201103852,Female, 75,Not injured,2,">1 party, dvr prime fault",Full,,European
1,201103859,Male, 47,Not injured,1,">1 party, no dvr fault",Full,,European
1,201103861,Female, 28,Not injured,1,">1 party, dvr prime fault",Restricted,,Other
1,201103906,Female, 24,Minor,2,">1 party, no dvr fault",Learner,,Asian
1,201103906,Female, 42,Serious,3,">1 party, no dvr fault",Full,,European
1,201103906,Male, 33,Not injured,4,">1 party, no dvr fault",Full,Immigrant,European
1,201103906,Male, 34,Minor,1,">1 party, dvr prime fault",Full,,European
1,201103974,Male, 29,Not injured,1,">1 party, no dvr fault",Full,,Asian
1,201104004,Unknown,,Not injured,1,">1 party, dvr prime fault",Unknown,,Unknown
1,201104056,Female, 19,Not injured,2,">1 party, dvr prime fault",Restricted,,European
1,201104056,Female, 34,Not injured,1,">1 party, no dvr fault",Full,,Asian
1,201104061,Female, 25,Serious,1,"1 veh, dvr at fault",Learner,,Samoan
1,201104073,Male, 21,Serious,1,"1 veh, dvr at fault",Learner,,European
1,201104079,Female, 46,Not injured,2,">1 party, no dvr fault",Full,,European
1,201104079,Male, 33,Serious,1,">1 party, dvr prime fault",Learner,,NZ Maori
1,201104102,Male, 23,Serious,1,"1 veh, dvr at fault",Restricted,,European
1,201104144,Male, 30,Not injured,1,">1 party, no dvr fault",Full,,Unknown
1,201104144,Unknown,,Not injured,2,">1 party, dvr prime fault",Unknown,,Unknown
1,201104155,Female, 46,Serious,1,">1 party, no dvr fault",Full,,European
1,201104155,Unknown,,Not injured,2,">1 party, dvr prime fault",Unknown,,Unknown
1,201104200,Male, 30,Minor,1,"1 veh, dvr at fault",Restricted,,NZ Maori
1,201104239,Female, 25,Not injured,1,">1 party, dvr prime fault",Full,,Samoan
1,201104239,Female, 37,Serious,2,">1 party, no dvr fault",Overseas,Unknown,European
1,201104239,Male, 40,Not injured,3,">1 party, no dvr fault",Full,,European
1,201104242,Male, 56,Not injured,1,">1 party, no dvr fault",Full,,European
1,201104272,Female, 20,Serious,1,"1 veh, dvr at fault",Never Licensed,,European
1,201104276,Female, 50,Not injured,2,">1 party, no dvr fault",Full,,Other
1,201104276,Male, 50,Serious,1,">1 party, dvr prime fault",Full,,European
1,201104298,Female, 19,Serious,1,"1 veh, dvr at fault",Restricted,,European
1,201104335,Female, 59,Serious,1,">1 party, dvr prime fault",Full,,European
1,201104335,Male, 47,Not injured,2,">1 party, no dvr fault",Full,,NZ Maori
1,201104336,Male, 21,Serious,1,">1 party, dvr part fault",Forbidden,,NZ Maori
1,201104336,Male, 39,Not injured,2,">1 party, dvr prime fault",Full,,European
1,201104376,Male, 17,Serious,1,"1 veh, dvr at fault",Never Licensed,,Other Pacific Islander
1,201104805,Male, 33,Serious,2,">1 party, no dvr fault",Disqualified,,European
1,201104805,Male, 33,Minor,1,">1 party, dvr prime fault",Full,,European
1,201104825,Unknown,,Not injured,2,">1 party, dvr prime fault",Unknown,,Unknown
1,201104840,Male, 80,Serious,1,">1 party, dvr prime fault",Unknown,,European
1,201104850,Unknown,,Not injured,1,"1 veh, dvr at fault",Unknown,,Unknown
1,201104931,Female, 63,Not injured,1,">1 party, no dvr fault",Full,,European
1,201104993,Male, 41,Not injured,1,">1 party, no dvr fault",Full,,Other Pacific Islander
1,201105016,Male, 26,Not injured,1,">1 party, dvr prime fault",Overseas,,European
1,201105020,Male, 46,Serious,1,"1 veh, dvr at fault",Full,,European
1,201105026,Female, 63,Serious,2,">1 party, dvr prime fault",Full,,European
1,201105026,Male, 24,Not injured,1,">1 party, no dvr fault",Full,,European
1,201105073,Male, 46,Not injured,1,">1 party, no dvr fault",Full,,Unknown
1,201105096,Female, 51,Not injured,1,">1 party, dvr prime fault",Expired,,NZ Maori
1,201105099,Male, 33,Not injured,1,">1 party, no dvr fault",Full,,Asian
1,201105104,Male, 16,Not injured,1,">1 party, no dvr fault",Restricted,,Unknown
1,201105107,Male, 20,Serious,1,"1 veh, dvr at fault",Never Licensed,,European
1,201105151,Male, 42,Serious,1,">1 party, no dvr fault",Learner,,European
1,201105151,Male, 71,Not injured,2,">1 party, dvr prime fault",Full,,European
1,201105231,Male, 59,Serious,1,"1 veh, dvr at fault",Full,,European
1,201105264,Male, 74,Not injured,2,">1 party, dvr prime fault",Full,,European
1,201105297,Male, 60,Not injured,2,">1 party, dvr prime fault",Full,,Samoan
1,201105354,Male, 29,Not injured,2,">1 party, dvr prime fault",Full,,Asian
1,201105361,Male, 36,Not injured,2,">1 party, dvr prime fault",Full,,European
1,201105361,Male, 44,Serious,1,">1 party, dvr part fault",Full,,European
1,201105469,Male, 22,Serious,1,"1 veh, dvr at fault",Learner,,NZ Maori
1,201105471,Male, 37,Serious,1,">1 party, dvr prime fault",Full,,European
1,201105471,Male, 39,Not injured,2,">1 party, no dvr fault",Full,,Asian
1,201105484,Female, 18,Minor,2,">1 party, dvr prime fault",Restricted,,Unknown
1,201105484,Male, 81,Minor,1,">1 party, no dvr fault",Full,,European
1,201105495,Male, 23,Not injured,1,">1 party, dvr prime fault",Full,,Other
1,201105495,Male, 31,Not injured,4,">1 party, no dvr fault",Full,,European
1,201105495,Male, 41,Serious,2,">1 party, no dvr fault",Full,,European
1,201105495,Male, 42,Not injured,3,">1 party, no dvr fault",Restricted,,European
1,201105500,Male, 64,Serious,1,">1 party, dvr prime fault",Full,,Unknown
