"COUNT","Crash ID","DrvPassOthr","Road User Sex","Road User Age","Road User Injury","Road User Role","Road User Driver at Fault","Road User Ethnicity"
1,201002254,Driver,Female, 51,Serious,1,"1 veh, dvr at fault",Asian
1,201002260,Driver,Male, 18,Not injured,1,">1 party, no dvr fault",Other
1,201002416,Driver,Male, 59,Not injured,1,">1 party, dvr prime fault",European
1,201002457,Driver,Male, 19,Serious,1,"1 veh, no dvr fault",Other Pacific Islander
1,201002518,Driver,Unknown,,Not injured,1,">1 party, no dvr fault",Unknown
1,201002522,Driver,Male, 33,Not injured,2,">1 party, dvr prime fault",European
1,201002522,Driver,Male, 57,Serious,1,">1 party, no dvr fault",NZ Maori
1,201002546,Driver,Male, 17,Serious,1,">1 party, dvr prime fault",Fijian
1,201002546,Driver,Male, 27,Serious,2,">1 party, no dvr fault",Asian
1,201002546,Passenger,Male, 13,Serious,1,">1 party, dvr prime fault",Asian
1,201002546,Passenger,Male, 17,Serious,1,">1 party, dvr prime fault",Unknown
1,201002688,Driver,Male, 26,Serious,1,"1 veh, dvr at fault",NZ Maori
1,201002694,Driver,Male, 42,Not injured,1,">1 party, no dvr fault",European
1,201002788,Driver,Male, 23,Not injured,2,">1 party, dvr prime fault",European
1,201002788,Other,Male, 24,Serious,1,">1 party, no dvr fault",European
1,201002794,Driver,Male, 27,Not injured,2,">1 party, dvr prime fault",Other
1,201002794,Other,Male, 48,Serious,1,">1 party, no dvr fault",European
1,201003196,Driver,Female, 22,Not injured,2,">1 party, dvr prime fault",Asian
1,201003196,Other,Male, 38,Serious,1,">1 party, no dvr fault",European
1,201003305,Driver,Male, 55,Not injured,2,">1 party, no dvr fault",European
1,201003305,Driver,Male, 84,Serious,1,">1 party, dvr prime fault",Asian
1,201003306,Driver,Male, 51,Serious,1,"1 veh, dvr at fault",European
1,201003318,Driver,Male, 34,Serious,1,"1 veh, dvr at fault",European
1,201003511,Driver,Male, 60,Serious,1,">1 party, dvr prime fault",Asian
1,201003513,Driver,Male, 35,Serious,1,">1 party, dvr part fault",European
1,201003513,Driver,Male, 40,Not injured,2,">1 party, dvr prime fault",European
1,201003519,Driver,Male, 22,Not injured,1,">1 party, dvr prime fault",Asian
1,201003519,Driver,Male, 53,Minor,2,">1 party, no dvr fault",Tongan
1,201003519,Driver,Male, 60,Serious,3,">1 party, no dvr fault",European
1,201003519,Passenger,Female, 34,Minor,2,">1 party, no dvr fault",European
1,201003519,Passenger,Female, 40,Minor,2,">1 party, no dvr fault",NZ Maori
1,201003519,Passenger,Female, 43,Serious,2,">1 party, no dvr fault",European
1,201003519,Passenger,Female, 43,Minor,2,">1 party, no dvr fault",European
1,201003587,Driver,Male, 22,Not injured,2,">1 party, dvr prime fault",European
1,201003587,Driver,Male, 70,Not injured,1,">1 party, no dvr fault",Asian
1,201003587,Passenger,Female, 55,Serious,1,">1 party, no dvr fault",Asian
1,201004015,Driver,Male, 18,Not injured,1,">1 party, dvr prime fault",European
1,201004015,Driver,Male, 43,Serious,2,">1 party, no dvr fault",Asian
1,201004015,Passenger,Female, 45,Minor,2,">1 party, no dvr fault",Asian
1,201004015,Passenger,Male,  8,Minor,2,">1 party, no dvr fault",Asian
1,201004015,Passenger,Male, 10,Minor,2,">1 party, no dvr fault",Asian
1,201004015,Passenger,Male, 13,Minor,2,">1 party, no dvr fault",Asian
1,201004020,Driver,Female, 58,Not injured,1,">1 party, no dvr fault",European
1,201004034,Driver,Unknown,,Not injured,1,">1 party, no dvr fault",Unknown
1,201004073,Driver,Male, 36,Not injured,1,">1 party, no dvr fault",European
1,201004074,Driver,Male, 40,Not injured,1,">1 party, no dvr fault",European
1,201004099,Driver,Male, 22,Not injured,1,">1 party, no dvr fault",Unknown
1,201004202,Driver,Male, 20,Not injured,2,">1 party, dvr prime fault",NZ Maori
1,201004202,Driver,Male, 25,Serious,1,">1 party, no dvr fault",Other
1,201004205,Driver,Female, 74,Serious,1,">1 party, no dvr fault",European
1,201004205,Driver,Male, 65,Not injured,2,">1 party, dvr prime fault",Other
1,201004205,Passenger,Female, 83,Minor,2,">1 party, dvr prime fault",European
1,201004253,Driver,Male, 88,Not injured,2,">1 party, dvr part fault",European
1,201004253,Other,Female, 38,Serious,1,">1 party, no dvr fault",European
1,201004387,Driver,Male, 38,Serious,1,"1 veh, dvr at fault",European
1,201004391,Driver,Male, 19,Minor,2,">1 party, no dvr fault",Asian
1,201004391,Driver,Male, 28,Serious,1,">1 party, dvr prime fault",European
1,201004391,Passenger,Male, 17,Minor,2,">1 party, no dvr fault",European
1,201004393,Driver,Female,,Serious,1,">1 party, dvr prime fault",Other
1,201004393,Passenger,Male, 24,Serious,1,">1 party, dvr prime fault",Other Pacific Islander
1,201004393,Passenger,Male, 29,Serious,1,">1 party, dvr prime fault",Other Pacific Islander
1,201004446,Driver,Male, 26,Not injured,2,">1 party, dvr prime fault",Asian
1,201004446,Driver,Male, 45,Serious,1,">1 party, no dvr fault",Unknown
1,201004447,Driver,Male, 22,Not injured,2,">1 party, dvr prime fault",European
1,201004447,Other,Male, 49,Serious,1,">1 party, no dvr fault",European
1,201004454,Driver,Male, 37,Serious,1,">1 party, dvr prime fault",Asian
1,201004454,Driver,Male, 46,Minor,2,">1 party, no dvr fault",Samoan
1,201004454,Driver,Male, 52,Serious,3,">1 party, no dvr fault",NZ Maori
1,201004503,Driver,Male, 55,Serious,1,"1 veh, dvr at fault",Asian
1,201004519,Driver,Female, 27,Serious,1,"1 veh, dvr at fault",European
1,201004596,Driver,Male, 27,Not injured,2,">1 party, dvr prime fault",Other
1,201004596,Other,Male, 29,Serious,1,">1 party, no dvr fault",Unknown
1,201004693,Driver,Male, 20,Serious,1,">1 party, dvr prime fault",Unknown
1,201004693,Driver,Male, 45,Minor,2,">1 party, no dvr fault",European
1,201004693,Passenger,Female,,Serious,1,">1 party, dvr prime fault",Other Pacific Islander
1,201004693,Passenger,Male, 18,Serious,1,">1 party, dvr prime fault",Other Pacific Islander
1,201004693,Passenger,Male,,Serious,1,">1 party, dvr prime fault",Other
1,201004697,Driver,Male, 20,Serious,1,">1 party, dvr prime fault",NZ Maori
1,201004697,Driver,Male, 34,Not injured,3,">1 party, no dvr fault",Asian
1,201004697,Driver,Male, 45,Not injured,2,">1 party, no dvr fault",European
1,201004701,Driver,Male, 24,Not injured,2,">1 party, no dvr fault",Samoan
1,201004701,Driver,Male, 41,Serious,1,">1 party, dvr prime fault",European
1,201004702,Driver,Female, 19,Serious,1,"1 veh, dvr at fault",European
1,201004702,Passenger,Female, 20,Minor,1,"1 veh, dvr at fault",Unknown
1,201004706,Driver,Female, 36,Serious,3,">1 party, no dvr fault",Asian
1,201004706,Driver,Male, 28,Serious,1,">1 party, dvr prime fault",Unknown
1,201004706,Driver,Male, 58,Not injured,2,">1 party, no dvr fault",Unknown
1,201004706,Passenger,Female,  7,Minor,3,">1 party, no dvr fault",Unknown
1,201004706,Passenger,Female, 72,Minor,3,">1 party, no dvr fault",Unknown
1,201004706,Passenger,Male,,Minor,3,">1 party, no dvr fault",Unknown
1,201004718,Driver,Female, 23,Serious,1,">1 party, dvr prime fault",Niuean
1,201004718,Driver,Female, 38,Not injured,3,">1 party, no dvr fault",European
1,201004718,Driver,Male, 56,Minor,2,">1 party, no dvr fault",Samoan
1,201004718,Driver,Male,,Not injured,4,">1 party, no dvr fault",European
1,201004718,Passenger,Female,,Minor,1,">1 party, dvr prime fault",NZ Maori
1,201004718,Passenger,Female,,Minor,2,">1 party, no dvr fault",NZ Maori
1,201004729,Driver,Female, 25,Serious,1,">1 party, no dvr fault",European
1,201004729,Driver,Female, 25,Not injured,2,">1 party, dvr prime fault",Asian
1,201004775,Driver,Female, 50,Serious,1,"1 veh, dvr at fault",NZ Maori
1,201004776,Driver,Male, 31,Serious,1,"1 veh, no dvr fault",European
1,201004946,Driver,Female, 26,Serious,1,"1 veh, dvr at fault",European
1,201005043,Driver,Female, 35,Minor,1,">1 party, dvr prime fault",European
1,201005043,Driver,Female, 44,Minor,2,">1 party, no dvr fault",Unknown
1,201005043,Driver,Male, 21,Not injured,3,">1 party, no dvr fault",European
1,201005043,Passenger,Female, 10,Serious,2,">1 party, no dvr fault",European
1,201005043,Passenger,Male, 12,Minor,2,">1 party, no dvr fault",European
1,201005143,Driver,Female, 38,Not injured,3,">1 party, no dvr fault",European
1,201005143,Driver,Female, 41,Serious,1,">1 party, dvr prime fault",Tongan
1,201005177,Driver,Female, 48,Not injured,2,">1 party, dvr prime fault",Unknown
1,201005177,Driver,Male, 59,Serious,1,">1 party, no dvr fault",European
1,201005178,Driver,Unknown,,Not injured,2,">1 party, dvr prime fault",Unknown
1,201005178,Other,Male, 58,Serious,1,">1 party, no dvr fault",Unknown
1,201005181,Driver,Female, 39,Not injured,2,">1 party, dvr prime fault",European
1,201005181,Driver,Male, 25,Serious,1,">1 party, no dvr fault",European
1,201005182,Driver,Female, 21,Not injured,2,">1 party, dvr prime fault",European
1,201005182,Driver,Male, 54,Serious,1,">1 party, no dvr fault",European
1,201005310,Driver,Female, 65,Not injured,3,">1 party, no dvr fault",European
1,201005310,Driver,Male, 44,Serious,2,">1 party, no dvr fault",European
1,201005310,Driver,Male, 63,Not injured,1,">1 party, dvr prime fault",European
1,201005426,Driver,Male, 53,Serious,1,"1 veh, dvr at fault",European
1,201005495,Driver,Male, 18,Serious,1,"1 veh, dvr at fault",European
1,201005500,Driver,Male, 34,Not injured,1,">1 party, dvr prime fault",European
1,201005514,Driver,Male, 36,Not injured,1,">1 party, dvr prime fault",European
1,201005514,Other,Male, 42,Serious,2,">1 party, no dvr fault",European
1,201005552,Driver,Female, 25,Not injured,1,">1 party, no dvr fault",Asian
1,201005565,Driver,Male, 41,Not injured,1,">1 party, no dvr fault",Tongan
1,201005568,Driver,Male, 20,Serious,1,">1 party, dvr part fault",European
1,201005568,Driver,Male, 43,Not injured,2,">1 party, dvr part fault",European
1,201005715,Driver,Female, 49,Not injured,2,">1 party, no dvr fault",Asian
1,201005715,Driver,Male, 62,Serious,1,">1 party, dvr prime fault",European
1,201005741,Driver,Male, 23,Serious,1,">1 party, dvr prime fault",Asian
1,201005755,Driver,Male, 24,Not injured,1,">1 party, dvr prime fault",Asian
1,201005796,Driver,Male, 21,Not injured,1,">1 party, dvr prime fault",Other Pacific Islander
1,201005820,Driver,Female, 25,Not injured,2,">1 party, no dvr fault",European
1,201005820,Driver,Male, 33,Not injured,3,">1 party, no dvr fault",European
1,201005820,Driver,Male, 69,Serious,1,">1 party, dvr prime fault",Asian
1,201005823,Driver,Male, 68,Minor,1,"1 veh, dvr at fault",Asian
1,201005823,Passenger,Female,  9,Serious,1,"1 veh, dvr at fault",Asian
1,201005824,Driver,Female, 39,Not injured,3,">1 party, no dvr fault",European
1,201005824,Driver,Male, 19,Minor,1,">1 party, no dvr fault",European
1,201005824,Driver,Male, 30,Not injured,2,">1 party, dvr prime fault",European
1,201005824,Passenger,Female, 21,Serious,3,">1 party, no dvr fault",European
1,201005867,Driver,Female, 43,Not injured,3,">1 party, no dvr fault",European
1,201005867,Driver,Female, 44,Not injured,1,">1 party, dvr prime fault",Asian
1,201005876,Driver,Female, 40,Serious,1,">1 party, no dvr fault",European
1,201005876,Driver,Female, 44,Not injured,2,">1 party, dvr prime fault",European
1,201006000,Driver,Female, 33,Minor,2,">1 party, no dvr fault",Asian
1,201006000,Driver,Male, 35,Serious,1,">1 party, dvr prime fault",Asian
1,201006063,Driver,Male, 18,Serious,2,">1 party, no dvr fault",European
1,201006063,Driver,Male, 43,Not injured,1,">1 party, dvr prime fault",Asian
1,201006063,Passenger,Male, 16,Minor,2,">1 party, no dvr fault",European
1,201006065,Driver,Male, 33,Not injured,2,">1 party, dvr prime fault",European
1,201006065,Other,Male, 34,Serious,1,">1 party, no dvr fault",NZ Maori
1,201006087,Driver,Female, 41,Not injured,2,">1 party, dvr prime fault",European
1,201006087,Driver,Male, 48,Serious,1,">1 party, dvr part fault",European
1,201006182,Driver,Male, 26,Not injured,2,">1 party, dvr prime fault",European
1,201006182,Other,Male, 52,Serious,1,">1 party, no dvr fault",Unknown
1,201006184,Driver,Male, 60,Not injured,1,">1 party, dvr prime fault",European
1,201006184,Other,Male, 35,Serious,2,">1 party, no dvr fault",European
1,201006275,Driver,Male, 30,Serious,1,">1 party, dvr prime fault",Other
1,201006277,Driver,Female, 45,Minor,2,">1 party, dvr part fault",Unknown
1,201006277,Other,Male, 43,Serious,1,">1 party, dvr prime fault",European
1,201006377,Driver,Female, 58,Serious,1,">1 party, no dvr fault",Tongan
1,201006457,Driver,Female, 17,Not injured,1,">1 party, no dvr fault",European
1,201006457,Other,Female,  8,Serious,2,">1 party, dvr part fault",European
1,201006502,Driver,Male, 21,Not injured,1,"1 veh, dvr at fault",Unknown
1,201006502,Passenger,Male,,Serious,1,"1 veh, dvr at fault",Unknown
1,201006502,Passenger,Male,,Minor,1,"1 veh, dvr at fault",Other Pacific Islander
1,201006514,Driver,Male, 58,Not injured,1,">1 party, dvr prime fault",European
1,201100005,Driver,Male, 15,Fatal,1,"1 veh, dvr at fault",NZ Maori
1,201100005,Passenger,Male, 17,Serious,1,"1 veh, dvr at fault",NZ Maori
1,201100019,Driver,Male, 30,Not injured,2,">1 party, dvr prime fault",Tongan
1,201100019,Driver,Male, 43,Fatal,1,">1 party, no dvr fault",European
1,201100029,Driver,Male, 26,Fatal,1,"1 veh, dvr at fault",Other Pacific Islander
1,201100029,Passenger,Male, 30,Fatal,1,"1 veh, dvr at fault",Other Pacific Islander
1,201100031,Driver,Male, 40,Fatal,1,"1 veh, dvr at fault",European
1,201100040,Driver,Male, 80,Serious,1,">1 party, dvr prime fault",European
1,201100040,Driver,Male,,Not injured,2,">1 party, no dvr fault",European
1,201100040,Passenger,Female, 81,Fatal,1,">1 party, dvr prime fault",European
1,201100054,Driver,Male, 63,Not injured,1,">1 party, no dvr fault",Samoan
1,201100060,Driver,Male, 49,Not injured,1,">1 party, no dvr fault",NZ Maori
1,201100065,Driver,Male, 24,Not injured,2,">1 party, no dvr fault",Other
1,201100065,Driver,Male, 31,Not injured,3,">1 party, no dvr fault",Unknown
1,201100065,Driver,Male, 41,Not injured,1,">1 party, dvr prime fault",European
1,201100065,Driver,Male, 52,Fatal,4,">1 party, no dvr fault",Samoan
1,201100065,Passenger,Female, 29,Serious,4,">1 party, no dvr fault",Samoan
1,201100065,Passenger,Female, 48,Serious,4,">1 party, no dvr fault",Samoan
1,201100072,Driver,Female, 24,Not injured,2,">1 party, dvr prime fault",Tongan
1,201100072,Driver,Male, 35,Fatal,1,">1 party, dvr part fault",NZ Maori
1,201100082,Driver,Male, 54,Not injured,1,">1 party, no dvr fault",Fijian
1,201100101,Driver,Male, 71,Fatal,1,"1 veh, dvr at fault",European
1,201100109,Driver,Male, 38,Not injured,1,">1 party, dvr prime fault",Other Pacific Islander
1,201100114,Driver,Female, 28,Not injured,1,">1 party, no dvr fault",Asian
1,201101115,Driver,Male, 18,Serious,1,"1 veh, dvr at fault",Tongan
1,201101144,Other,Male, 60,Serious,1,"1 veh, no dvr fault",European
1,201101217,Driver,Female, 50,Serious,1,"1 veh, dvr at fault",Unknown
1,201101246,Driver,Male, 25,Not injured,1,">1 party, no dvr fault",Other Pacific Islander
1,201101255,Driver,Male,,Not injured,1,">1 party, dvr prime fault",European
1,201101256,Driver,Male, 43,Not injured,2,">1 party, dvr prime fault",NZ Maori
1,201101256,Other,Male, 56,Serious,1,">1 party, no dvr fault",European
1,201101293,Driver,Male, 25,Serious,1,"1 veh, dvr at fault",Asian
1,201101328,Driver,Male, 17,Not injured,2,">1 party, no dvr fault",European
1,201101328,Driver,Male, 44,Not injured,1,">1 party, dvr prime fault",Asian
1,201101328,Passenger,Female, 51,Serious,1,">1 party, dvr prime fault",Asian
1,201101355,Driver,Female, 20,Not injured,2,">1 party, dvr prime fault",Unknown
1,201101355,Driver,Female, 30,Serious,1,">1 party, no dvr fault",European
1,201101377,Other,Male, 56,Minor,1,">1 party, dvr prime fault",European
1,201101718,Driver,Male, 25,Not injured,2,">1 party, dvr prime fault",Other
1,201101718,Driver,Male, 46,Serious,1,">1 party, no dvr fault",European
1,201101727,Driver,Male, 23,Not injured,1,">1 party, dvr prime fault",NZ Maori
1,201101767,Driver,Male, 20,Serious,1,">1 party, dvr prime fault",Other Pacific Islander
1,201101767,Driver,Male, 57,Not injured,2,">1 party, no dvr fault",NZ Maori
1,201101839,Driver,Unknown,,Not injured,1,">1 party, dvr prime fault",Unknown
1,201101880,Driver,Male, 24,Serious,1,"1 veh, dvr at fault",Unknown
1,201101918,Driver,Male, 45,Not injured,1,">1 party, no dvr fault",European
1,201101920,Driver,Male,,Not injured,1,">1 party, no dvr fault",Other
1,201101999,Driver,Male, 49,Serious,1,"1 veh, dvr at fault",Unknown
1,201102178,Driver,Male, 50,Serious,2,">1 party, dvr prime fault",European
1,201102178,Other,Female, 27,Minor,1,">1 party, no dvr fault",European
1,201102206,Driver,Male, 24,Not injured,2,">1 party, dvr prime fault",European
1,201102206,Other,Male, 66,Serious,1,">1 party, no dvr fault",European
1,201102211,Driver,Male, 46,Serious,1,">1 party, no dvr fault",European
1,201102211,Driver,Male, 57,Not injured,2,">1 party, dvr prime fault",European
1,201102238,Driver,Female, 25,Not injured,2,">1 party, dvr prime fault",Asian
1,201102238,Driver,Female, 36,Serious,1,">1 party, no dvr fault",European
1,201102249,Driver,Female, 22,Not injured,2,">1 party, dvr prime fault",European
1,201102249,Other,Male, 52,Serious,1,">1 party, no dvr fault",European
1,201102414,Driver,Male, 24,Not injured,1,">1 party, no dvr fault",European
1,201102434,Driver,Male, 43,Serious,1,">1 party, dvr prime fault",European
1,201102435,Driver,Female, 27,Serious,1,">1 party, no dvr fault",European
1,201102435,Driver,Female, 27,Not injured,2,">1 party, dvr prime fault",Unknown
1,201102442,Driver,Female, 55,Not injured,2,">1 party, dvr prime fault",Asian
1,201102442,Driver,Male, 22,Serious,1,">1 party, no dvr fault",European
1,201102443,Driver,Female, 25,Not injured,2,">1 party, dvr prime fault",European
1,201102443,Driver,Male, 35,Serious,1,">1 party, no dvr fault",European
1,201102444,Driver,Female, 32,Not injured,1,">1 party, no dvr fault",European
1,201102444,Driver,Male, 21,Serious,2,">1 party, dvr prime fault",European
1,201102444,Passenger,Female, 25,Serious,2,">1 party, dvr prime fault",European
1,201102451,Driver,Male, 28,Not injured,1,">1 party, no dvr fault",Tongan
1,201102504,Driver,Male, 31,Serious,1,"1 veh, dvr at fault",Samoan
1,201102531,Driver,Female, 46,Minor,2,">1 party, no dvr fault",Asian
1,201102531,Driver,Male, 33,Not injured,1,">1 party, dvr prime fault",European
1,201102531,Passenger,Male, 15,Serious,2,">1 party, no dvr fault",Asian
1,201102543,Driver,Male, 24,Not injured,2,">1 party, no dvr fault",European
1,201102543,Driver,Male, 74,Serious,1,">1 party, dvr prime fault",European
1,201102574,Driver,Female, 21,Serious,1,"1 veh, dvr at fault",Other
1,201102583,Driver,Female, 53,Not injured,2,">1 party, no dvr fault",European
1,201102583,Other,Female, 10,Serious,1,">1 party, dvr part fault",European
1,201102637,Driver,Male, 22,Not injured,1,">1 party, dvr prime fault",NZ Maori
1,201102641,Driver,Female, 45,Serious,1,">1 party, dvr prime fault",NZ Maori
1,201102641,Driver,Female, 45,Minor,2,">1 party, no dvr fault",European
1,201102711,Driver,Male, 61,Not injured,1,">1 party, dvr prime fault",European
1,201102759,Driver,Male, 61,Serious,1,"1 veh, dvr at fault",Unknown
1,201102766,Driver,Female, 43,Not injured,2,">1 party, dvr prime fault",European
1,201102766,Other,Male, 50,Serious,1,">1 party, no dvr fault",European
1,201102782,Driver,Male, 18,Serious,1,"1 veh, dvr at fault",European
1,201102850,Driver,Male, 31,Not injured,2,">1 party, no dvr fault",European
1,201102850,Driver,Male, 62,Serious,1,">1 party, dvr prime fault",European
1,201102858,Driver,Female, 39,Not injured,1,">1 party, no dvr fault",European
1,201102875,Driver,Female, 20,Not injured,2,">1 party, dvr prime fault",European
1,201102875,Driver,Male, 46,Serious,1,">1 party, no dvr fault",European
1,201103087,Driver,Male, 32,Serious,1,">1 party, no dvr fault",Unknown
1,201103087,Driver,Male, 57,Not injured,2,">1 party, dvr prime fault",Unknown
1,201103093,Driver,Male, 50,Not injured,2,">1 party, dvr prime fault",Fijian
1,201103093,Other,Male, 58,Serious,1,">1 party, no dvr fault",European
1,201103094,Driver,Female, 42,Not injured,1,">1 party, dvr prime fault",Tongan
1,201103094,Driver,Male, 55,Not injured,2,">1 party, no dvr fault",European
1,201103130,Driver,Male, 55,Not injured,2,">1 party, dvr prime fault",European
1,201103130,Other,Male, 39,Serious,1,">1 party, no dvr fault",Unknown
1,201103143,Driver,Female, 33,Not injured,2,">1 party, dvr prime fault",Asian
1,201103143,Other,Male, 55,Serious,1,">1 party, dvr part fault",European
1,201103148,Driver,Female, 30,Minor,4,">1 party, no dvr fault",European
1,201103148,Driver,Female, 60,Not injured,1,">1 party, dvr prime fault",European
